book_id,book_title,query,source
da176359-a8dd-4431-bbad-77614738ac04,Их глаза видели Бога. Роман о любви и надежде,Их Глаза Видели Бога,synthetic_qwen
da176359-a8dd-4431-bbad-77614738ac04,Их глаза видели Бога. Роман о любви и надежде,Любовь и надежда - их история,synthetic_qwen
da176359-a8dd-4431-bbad-77614738ac04,Их глаза видели Бога. Роман о любви и надежде,Что такое их книга?,synthetic_qwen
7a7bd509-52ed-4146-9fb4-3b4cf0fedab0,"Хроники BioWare. От культовых серий Baldur’s Gate, Dragon Age и Mass Effect до громких провалов",assistant,synthetic_qwen
7a7bd509-52ed-4146-9fb4-3b4cf0fedab0,"Хроники BioWare. От культовых серий Baldur’s Gate, Dragon Age и Mass Effect до громких провалов",Какая книга о хрониках BioWare?,synthetic_qwen
7a7bd509-52ed-4146-9fb4-3b4cf0fedab0,"Хроники BioWare. От культовых серий Baldur’s Gate, Dragon Age и Mass Effect до громких провалов","Интересный факт: ""Больше неизвестностей - больше возможностей",synthetic_qwen
7a7bd509-52ed-4146-9fb4-3b4cf0fedab0,"Хроники BioWare. От культовых серий Baldur’s Gate, Dragon Age и Mass Effect до громких провалов",Произошло ли что-то особенное в коллекции книг BioWare за последние годы?,synthetic_qwen
6bd3bfbc-b9a6-4b75-92b4-6a47dc90476d,Записки крипера из Майнкрафт. Книга 2. Как стать звездой,assistant,synthetic_qwen
6bd3bfbc-b9a6-4b75-92b4-6a47dc90476d,Записки крипера из Майнкрафт. Книга 2. Как стать звездой,Как стать звездой в майнкрафте,synthetic_qwen
6bd3bfbc-b9a6-4b75-92b4-6a47dc90476d,Записки крипера из Майнкрафт. Книга 2. Как стать звездой,Моя история о скелетах и конкуренции,synthetic_qwen
6bd3bfbc-b9a6-4b75-92b4-6a47dc90476d,Записки крипера из Майнкрафт. Книга 2. Как стать звездой,Шаги на пути к успеху в майнкрафте,synthetic_qwen
03697690-3d81-4616-9f1e-2d4d9b5389cd,Мотивационное консультирование в области питания и фитнеса. Как помочь человеку решиться на качественные изменения образа жизни,assistant,synthetic_qwen
03697690-3d81-4616-9f1e-2d4d9b5389cd,Мотивационное консультирование в области питания и фитнеса. Как помочь человеку решиться на качественные изменения образа жизни,Какие методы мотивационного консультирования помогают изменить образ жизни?,synthetic_qwen
03697690-3d81-4616-9f1e-2d4d9b5389cd,Мотивационное консультирование в области питания и фитнеса. Как помочь человеку решиться на качественные изменения образа жизни,Можно ли использовать мотивационный консультант при диетах и фитнесе?,synthetic_qwen
03697690-3d81-4616-9f1e-2d4d9b5389cd,Мотивационное консультирование в области питания и фитнеса. Как помочь человеку решиться на качественные изменения образа жизни,Чем отличается мотивационная консультация от обычной медицинской помощи?,synthetic_qwen
1493209e-6360-4941-bc8e-f990f867d5b2,Дневник беременности. Подготовься к рождению малыша с заботой о себе,assistant,synthetic_qwen
1493209e-6360-4941-bc8e-f990f867d5b2,Дневник беременности. Подготовься к рождению малыша с заботой о себе,Как записать дневники беременности,synthetic_qwen
1493209e-6360-4941-bc8e-f990f867d5b2,Дневник беременности. Подготовься к рождению малыша с заботой о себе,Природа чувств беременных женщин,synthetic_qwen
1493209e-6360-4941-bc8e-f990f867d5b2,Дневник беременности. Подготовься к рождению малыша с заботой о себе,Журнал по беременности и родам,synthetic_qwen
1077eb21-6993-44e4-ab31-2d1d49b7f736,Маленькая книга пацанской мудрости Джейсона Стетхэма,assistant,synthetic_qwen
1077eb21-6993-44e4-ab31-2d1d49b7f736,Маленькая книга пацанской мудрости Джейсона Стетхэма,Какая книга о тактичности и решительности?,synthetic_qwen
1077eb21-6993-44e4-ab31-2d1d49b7f736,Маленькая книга пацанской мудрости Джейсона Стетхэма,Самые краткие и точные цитаты от Джейсона Стетхэма?,synthetic_qwen
1077eb21-6993-44e4-ab31-2d1d49b7f736,Маленькая книга пацанской мудрости Джейсона Стетхэма,Какие книги об универсальном мышлении и решении проблем?,synthetic_qwen
0fd44dfe-1105-4493-a6f6-fe0a0e1c3b66,ршистый рокъ ынд ролль: приключения антигламурного байкера,assistant,synthetic_qwen
0fd44dfe-1105-4493-a6f6-fe0a0e1c3b66,ршистый рокъ ынд ролль: приключения антигламурного байкера,Как мне найти книгу 'Ростелло Роль'?,synthetic_qwen
0fd44dfe-1105-4493-a6f6-fe0a0e1c3b66,ршистый рокъ ынд ролль: приключения антигламурного байкера,Откуда я могу заказать экзистенциальный роман?,synthetic_qwen
0fd44dfe-1105-4493-a6f6-fe0a0e1c3b66,ршистый рокъ ынд ролль: приключения антигламурного байкера,"Подскажите, каким жанром является это произведение?",synthetic_qwen
d3ed7f27-b0e6-4cc3-bc93-505ce725c785,Ёршистый рокъ ынд ролль. Приключения антигламурного байкера,assistant,synthetic_qwen
d3ed7f27-b0e6-4cc3-bc93-505ce725c785,Ёршистый рокъ ынд ролль. Приключения антигламурного байкера,Приключения антигламурного байкера,synthetic_qwen
d3ed7f27-b0e6-4cc3-bc93-505ce725c785,Ёршистый рокъ ынд ролль. Приключения антигламурного байкера,Электронные книги на андроид,synthetic_qwen
d3ed7f27-b0e6-4cc3-bc93-505ce725c785,Ёршистый рокъ ынд ролль. Приключения антигламурного байкера,Щиты в приключениях антигламурного байкера,synthetic_qwen
bf239c86-ec83-44c8-9cff-b3e898892dd9,"Здравствуй, Петербург! Первое путешествие по городу для маленьких исследователей",assistant,synthetic_qwen
bf239c86-ec83-44c8-9cff-b3e898892dd9,"Здравствуй, Петербург! Первое путешествие по городу для маленьких исследователей",Простые истории о Санкт-Петербурге,synthetic_qwen
bf239c86-ec83-44c8-9cff-b3e898892dd9,"Здравствуй, Петербург! Первое путешествие по городу для маленьких исследователей",Иллюстративная энциклопедия по Санкт-Петербургу,synthetic_qwen
bf239c86-ec83-44c8-9cff-b3e898892dd9,"Здравствуй, Петербург! Первое путешествие по городу для маленьких исследователей",Путешествие по Северной столице,synthetic_qwen
002a5189-36f6-48e9-bd4f-91b55912b92a,"Здравствуй, Петербург! Первое путешествие по городу для маленьких исследователей",assistant,synthetic_qwen
002a5189-36f6-48e9-bd4f-91b55912b92a,"Здравствуй, Петербург! Первое путешествие по городу для маленьких исследователей",Какая книга о городе Петербург?,synthetic_qwen
002a5189-36f6-48e9-bd4f-91b55912b92a,"Здравствуй, Петербург! Первое путешествие по городу для маленьких исследователей",Давайте рассмотрим первый роман об истории Санкт-Петербурга.,synthetic_qwen
002a5189-36f6-48e9-bd4f-91b55912b92a,"Здравствуй, Петербург! Первое путешествие по городу для маленьких исследователей","Как зовут детектива из Петербурга в серии «Здравствуй, Петербург»?",synthetic_qwen
855b8ae6-4a29-417f-ab24-44d6208f02cc,"Больше, чем просто красивая. 12 тайных сил женщины, перед которыми невозможно устоять",assistant,synthetic_qwen
855b8ae6-4a29-417f-ab24-44d6208f02cc,"Больше, чем просто красивая. 12 тайных сил женщины, перед которыми невозможно устоять",Какие книги расскажут о душевной зависимости мужчин?,synthetic_qwen
855b8ae6-4a29-417f-ab24-44d6208f02cc,"Больше, чем просто красивая. 12 тайных сил женщины, перед которыми невозможно устоять",Какие книги подсказывают мужской этикет в отношениях?,synthetic_qwen
855b8ae6-4a29-417f-ab24-44d6208f02cc,"Больше, чем просто красивая. 12 тайных сил женщины, перед которыми невозможно устоять","Какие книги говорят о том, что мешает мужчинам быть emotionally attached?",synthetic_qwen
26c00995-697c-4bfb-806d-93a3e0ba4355,Искусство привязывать к жизни. Мемуары психиатра о границе между безумием и нормальностью,assistant,synthetic_qwen
26c00995-697c-4bfb-806d-93a3e0ba4355,Искусство привязывать к жизни. Мемуары психиатра о границе между безумием и нормальностью,"Как привлечь читателей к вашему роману ""Искусство привязывать к жизни",synthetic_qwen
26c00995-697c-4bfb-806d-93a3e0ba4355,Искусство привязывать к жизни. Мемуары психиатра о границе между безумием и нормальностью,"Частые темы в повествовании ""Искусство привязывать к жизни",synthetic_qwen
26c00995-697c-4bfb-806d-93a3e0ba4355,Искусство привязывать к жизни. Мемуары психиатра о границе между безумием и нормальностью,"Роль психолога в контексте ""Искусство привязывать к жизни",synthetic_qwen
cc1961f5-71f9-4926-bfd7-a24fb46a8fa4,Во имя Гуччи. Мемуары дочери,assistant,synthetic_qwen
cc1961f5-71f9-4926-bfd7-a24fb46a8fa4,Во имя Гуччи. Мемуары дочери,Гucci家族故事,synthetic_qwen
cc1961f5-71f9-4926-bfd7-a24fb46a8fa4,Во имя Гуччи. Мемуары дочери,Что такое Gucci?,synthetic_qwen
cc1961f5-71f9-4926-bfd7-a24fb46a8fa4,Во имя Гуччи. Мемуары дочери,Истории семья Гуччи,synthetic_qwen
c9c2fca1-2fe3-4000-869a-4a2d7f256119,ВЫШИВКА. 100 универсальных ШВОВ и СТЕЖКОВ. Карманный гид,assistant,synthetic_qwen
c9c2fca1-2fe3-4000-869a-4a2d7f256119,ВЫШИВКА. 100 универсальных ШВОВ и СТЕЖКОВ. Карманный гид,Какие швы и стежки для вышивания можно использовать?,synthetic_qwen
c9c2fca1-2fe3-4000-869a-4a2d7f256119,ВЫШИВКА. 100 универсальных ШВОВ и СТЕЖКОВ. Карманный гид,Советы по выбору подходящих швов и стежков для работы с машинкой?,synthetic_qwen
c9c2fca1-2fe3-4000-869a-4a2d7f256119,ВЫШИВКА. 100 универсальных ШВОВ и СТЕЖКОВ. Карманный гид,"Полезное руководство по вышивке для начинающих - книга ""ВЫШИВКА"" (100 швов)",synthetic_qwen
92bf9105-c345-4f65-9497-3eaf75714edf,Вышивка. 100 универсальных швов и стежков. Карманный гид,assistant,synthetic_qwen
92bf9105-c345-4f65-9497-3eaf75714edf,Вышивка. 100 универсальных швов и стежков. Карманный гид,Конечно! Вот четыре реалистичных поисковых запроса на русском языке:,synthetic_qwen
92bf9105-c345-4f65-9497-3eaf75714edf,Вышивка. 100 универсальных швов и стежков. Карманный гид,"Как скачать и читать ""Вышивка. 100 универсальных швов и стежков"" (Карманный гид)?",synthetic_qwen
92bf9105-c345-4f65-9497-3eaf75714edf,Вышивка. 100 универсальных швов и стежков. Карманный гид,Какие швы и стежки можно использовать в творчестве?,synthetic_qwen
186fdc2a-4896-4caa-a50f-8870d863720e,Японское кружево из бисера. 60 красивых украшений и предметов декора,assistant,synthetic_qwen
186fdc2a-4896-4caa-a50f-8870d863720e,Японское кружево из бисера. 60 красивых украшений и предметов декора,Как создавать украшения из бисера своими руками,synthetic_qwen
186fdc2a-4896-4caa-a50f-8870d863720e,Японское кружево из бисера. 60 красивых украшений и предметов декора,Бесплатные книги по кружевной бисероплетеннию,synthetic_qwen
186fdc2a-4896-4caa-a50f-8870d863720e,Японское кружево из бисера. 60 красивых украшений и предметов декора,Мастер-классы по бисероплетению для начинающих,synthetic_qwen
9e5f3435-13b3-46b7-b9df-9575ee900ee6,"Книготерапия. Раскраска для всех, кто живёт книгами",assistant,synthetic_qwen
9e5f3435-13b3-46b7-b9df-9575ee900ee6,"Книготерапия. Раскраска для всех, кто живёт книгами",Какие книги описывают вдохновляющую обстановку?,synthetic_qwen
9e5f3435-13b3-46b7-b9df-9575ee900ee6,"Книготерапия. Раскраска для всех, кто живёт книгами","Что такое ""Книготерапия""?",synthetic_qwen
9e5f3435-13b3-46b7-b9df-9575ee900ee6,"Книготерапия. Раскраска для всех, кто живёт книгами","Какие книги описаны в книге ""Книготерапия""?",synthetic_qwen
ef8c0cbd-6fb8-4af3-98e3-0c1cbec3c2e9,"Цвет, свет, композиция. Пошаговое руководство о том, как нарисовать свою идею",assistant,synthetic_qwen
ef8c0cbd-6fb8-4af3-98e3-0c1cbec3c2e9,"Цвет, свет, композиция. Пошаговое руководство о том, как нарисовать свою идею","Как создать иллюстрации, притягивающие внимание?",synthetic_qwen
ef8c0cbd-6fb8-4af3-98e3-0c1cbec3c2e9,"Цвет, свет, композиция. Пошаговое руководство о том, как нарисовать свою идею",Учебник по созданию иллюстраций.,synthetic_qwen
ef8c0cbd-6fb8-4af3-98e3-0c1cbec3c2e9,"Цвет, свет, композиция. Пошаговое руководство о том, как нарисовать свою идею",Основы иллюстрации: композиция и цвет.,synthetic_qwen
f339d7c4-c2e3-4679-b170-8d6a17c331ae,Таро глазами историка. Старшие арканы от Возрождения до Прекрасной эпохи,assistant,synthetic_qwen
f339d7c4-c2e3-4679-b170-8d6a17c331ae,Таро глазами историка. Старшие арканы от Возрождения до Прекрасной эпохи,Какая книга рассказывает о Таро и его связях с культурными традициями?,synthetic_qwen
f339d7c4-c2e3-4679-b170-8d6a17c331ae,Таро глазами историка. Старшие арканы от Возрождения до Прекрасной эпохи,Какие аспекты истории можно узнать из карты Таро?,synthetic_qwen
f339d7c4-c2e3-4679-b170-8d6a17c331ae,Таро глазами историка. Старшие арканы от Возрождения до Прекрасной эпохи,Каким образом Таро стал частью российской или советской культуры?,synthetic_qwen
2f994048-ca74-455b-8781-d58016379d02,Таро глазами историка. Старшие арканы от Возрождения до Прекрасной эпохи,assistant,synthetic_qwen
2f994048-ca74-455b-8781-d58016379d02,Таро глазами историка. Старшие арканы от Возрождения до Прекрасной эпохи,"Какая книга ""Таро глазами историка""?",synthetic_qwen
2f994048-ca74-455b-8781-d58016379d02,Таро глазами историка. Старшие арканы от Возрождения до Прекрасной эпохи,"Что означают старые архивы из ""Таро глазами историка""?",synthetic_qwen
2f994048-ca74-455b-8781-d58016379d02,Таро глазами историка. Старшие арканы от Возрождения до Прекрасной эпохи,"Можно ли скачать ""Таро глазами историка"" в формате PDF?",synthetic_qwen
8cead324-5ff3-463c-9da3-2b68d65272e6,Прочь из замкнутого круга! Как оставить проблемы в прошлом и впустить в свою жизнь счастье,assistant,synthetic_qwen
8cead324-5ff3-463c-9da3-2b68d65272e6,Прочь из замкнутого круга! Как оставить проблемы в прошлом и впустить в свою жизнь счастье,Как избавиться от одних и тех самых проблем?,synthetic_qwen
8cead324-5ff3-463c-9da3-2b68d65272e6,Прочь из замкнутого круга! Как оставить проблемы в прошлом и впустить в свою жизнь счастье,Часто ли удается переступить через трудности?,synthetic_qwen
8cead324-5ff3-463c-9da3-2b68d65272e6,Прочь из замкнутого круга! Как оставить проблемы в прошлом и впустить в свою жизнь счастье,Как преодолеть свои традиционные установки?,synthetic_qwen
a8de47e2-4e43-4e58-8aea-3136ec12ee07,Прочь из замкнутого круга! Как оставить проблемы в прошлом и впустить в свою жизнь счастье,assistant,synthetic_qwen
a8de47e2-4e43-4e58-8aea-3136ec12ee07,Прочь из замкнутого круга! Как оставить проблемы в прошлом и впустить в свою жизнь счастье,"Читать про ""Прочь из замкнутого круга",synthetic_qwen
a8de47e2-4e43-4e58-8aea-3136ec12ee07,Прочь из замкнутого круга! Как оставить проблемы в прошлом и впустить в свою жизнь счастье,"Как переживать ""Прочь из замкнутого круга",synthetic_qwen
a8de47e2-4e43-4e58-8aea-3136ec12ee07,Прочь из замкнутого круга! Как оставить проблемы в прошлом и впустить в свою жизнь счастье,"Рассказываем ""Прочь из замкнутого круга",synthetic_qwen
48bbb7ce-08c1-49aa-ab62-76e8d4c5cfd8,Очарованные смертью. Почему они убивают,assistant,synthetic_qwen
48bbb7ce-08c1-49aa-ab62-76e8d4c5cfd8,Очарованные смертью. Почему они убивают,Преступник - это дедушка,synthetic_qwen
48bbb7ce-08c1-49aa-ab62-76e8d4c5cfd8,Очарованные смертью. Почему они убивают,Цинизм как элемент хеви-металки,synthetic_qwen
48bbb7ce-08c1-49aa-ab62-76e8d4c5cfd8,Очарованные смертью. Почему они убивают,Жестокость в песнях хеви-метала,synthetic_qwen
d9a99eaa-c6c2-45bf-a79b-a5f4a3d3381b,Очарованные смертью. Почему они убивают,assistant,synthetic_qwen
d9a99eaa-c6c2-45bf-a79b-a5f4a3d3381b,Очарованные смертью. Почему они убивают,Какая книга о поджигателях?,synthetic_qwen
d9a99eaa-c6c2-45bf-a79b-a5f4a3d3381b,Очарованные смертью. Почему они убивают,С чем связаны поджигание людей?,synthetic_qwen
d9a99eaa-c6c2-45bf-a79b-a5f4a3d3381b,Очарованные смертью. Почему они убивают,"Что такое поджигательство в романе ""Очарованные смертью""?",synthetic_qwen
6607f461-8b47-42c2-9a35-a48853069ce9,ШИТЬЕ. Японская практическая энциклопедия,assistant,synthetic_qwen
6607f461-8b47-42c2-9a35-a48853069ce9,ШИТЬЕ. Японская практическая энциклопедия,Кодирование: Как сделать шитьебуфер,synthetic_qwen
6607f461-8b47-42c2-9a35-a48853069ce9,ШИТЬЕ. Японская практическая энциклопедия,В чем секрет: Типовые ошибки при шитьеС чего начать: ШитьебуферыКак выбрать материал для шитьеРазмеры: Как правильно подобрать размер одежды для шитьеРезинка: Немного не хватает износоуставания в тканяхРасход капрона: Как определить количество капрона для ваших рукаЖириноза: Как лечить жирную кожу на теле?,synthetic_qwen
e5b989cf-e530-470b-a238-8252ce1bf8bc,"Атака гигантов: Борьба Nintendo, Sony и Microsoft за внимание игрока",assistant,synthetic_qwen
e5b989cf-e530-470b-a238-8252ce1bf8bc,"Атака гигантов: Борьба Nintendo, Sony и Microsoft за внимание игрока",Как Nintendo вышла на новый уровень,synthetic_qwen
e5b989cf-e530-470b-a238-8252ce1bf8bc,"Атака гигантов: Борьба Nintendo, Sony и Microsoft за внимание игрока",Microsoft и Sony: Схватка за рынок,synthetic_qwen
e5b989cf-e530-470b-a238-8252ce1bf8bc,"Атака гигантов: Борьба Nintendo, Sony и Microsoft за внимание игрока",Интервью о хайпах и конкуренции,synthetic_qwen
ad5d417d-55d0-473b-83c3-b2c169625709,"Атака гигантов: Борьба Nintendo, Sony и Microsoft за внимание игрока",assistant,synthetic_qwen
ad5d417d-55d0-473b-83c3-b2c169625709,"Атака гигантов: Борьба Nintendo, Sony и Microsoft за внимание игрока",Какие книги можно прочитать на телефоне?,synthetic_qwen
ad5d417d-55d0-473b-83c3-b2c169625709,"Атака гигантов: Борьба Nintendo, Sony и Microsoft за внимание игрока","Что такое ""Атака гигантов"" и почему это важно для игры?",synthetic_qwen
ad5d417d-55d0-473b-83c3-b2c169625709,"Атака гигантов: Борьба Nintendo, Sony и Microsoft за внимание игрока","Какая книга о борьбе между Nintendo, Sony и Microsoft?",synthetic_qwen
bc7cb194-4ced-4e3e-a762-3474f1a33e4b,"Любовь, которой стоит заняться. Классный секс в длительных отношениях - это возможно",assistant,synthetic_qwen
bc7cb194-4ced-4e3e-a762-3474f1a33e4b,"Любовь, которой стоит заняться. Классный секс в длительных отношениях - это возможно",Как можно улучшить сексуальное опыт?,synthetic_qwen
bc7cb194-4ced-4e3e-a762-3474f1a33e4b,"Любовь, которой стоит заняться. Классный секс в длительных отношениях - это возможно",Удачное время заниматься сексом,synthetic_qwen
bc7cb194-4ced-4e3e-a762-3474f1a33e4b,"Любовь, которой стоит заняться. Классный секс в длительных отношениях - это возможно",Принципы успешного секса между партнерами,synthetic_qwen
e58f7a22-2423-454e-9048-761cc512bbe0,"Любовь, которой стоит заняться. Классный секс в длительных отношениях – это возможно",assistant,synthetic_qwen
e58f7a22-2423-454e-9048-761cc512bbe0,"Любовь, которой стоит заняться. Классный секс в длительных отношениях – это возможно","Как найти информацию о романе ""Любовь, которой стоит заняться""?",synthetic_qwen
e58f7a22-2423-454e-9048-761cc512bbe0,"Любовь, которой стоит заняться. Классный секс в длительных отношениях – это возможно","Чем заниматься после прочтения романа ""Любовь, которой стоит заняться""?",synthetic_qwen
e58f7a22-2423-454e-9048-761cc512bbe0,"Любовь, которой стоит заняться. Классный секс в длительных отношениях – это возможно","Интересно ли читательской интерпретации романа ""Любовь, которой стоит заняться""?",synthetic_qwen
1e1d2780-91f9-472d-aa7f-373e7ec661a8,Понедельник с Лолитой. Как классика помогает справляться с жизненными трудностями,assistant,synthetic_qwen
1e1d2780-91f9-472d-aa7f-373e7ec661a8,Понедельник с Лолитой. Как классика помогает справляться с жизненными трудностями,Как психологическая инсайтка из классики,synthetic_qwen
1e1d2780-91f9-472d-aa7f-373e7ec661a8,Понедельник с Лолитой. Как классика помогает справляться с жизненными трудностями,Важности чтения классических произведений,synthetic_qwen
1e1d2780-91f9-472d-aa7f-373e7ec661a8,Понедельник с Лолитой. Как классика помогает справляться с жизненными трудностями,Личный опыт автора - Гвендалина Миддей,synthetic_qwen
6fe9da9d-538f-450b-9678-2fa01c37adbf,Понедельник с Лолитой. Как классика помогает справляться с жизненными трудностями,assistant,synthetic_qwen
6fe9da9d-538f-450b-9678-2fa01c37adbf,Понедельник с Лолитой. Как классика помогает справляться с жизненными трудностями,"Чем отличается ""Понедельник с Лолитой"" от других книг?",synthetic_qwen
6fe9da9d-538f-450b-9678-2fa01c37adbf,Понедельник с Лолитой. Как классика помогает справляться с жизненными трудностями,Каким способом автор помогает читателям справиться со стрессом?,synthetic_qwen
6fe9da9d-538f-450b-9678-2fa01c37adbf,Понедельник с Лолитой. Как классика помогает справляться с жизненными трудностями,"Можно ли использовать текст ""Понедельник с Лолитой"" как источник информации о психологии отношений?",synthetic_qwen
1dfe29ea-836c-48a3-89c2-aba989e7db07,От расставания к новой жизни. Как исцелить раненое сердце за 5 шагов,assistant,synthetic_qwen
1dfe29ea-836c-48a3-89c2-aba989e7db07,От расставания к новой жизни. Как исцелить раненое сердце за 5 шагов,Пространное осмысление чувств после разрыва отношений,synthetic_qwen
1dfe29ea-836c-48a3-89c2-aba989e7db07,От расставания к новой жизни. Как исцелить раненое сердце за 5 шагов,Как справиться с чувствами после разрыва,synthetic_qwen
1dfe29ea-836c-48a3-89c2-aba989e7db07,От расставания к новой жизни. Как исцелить раненое сердце за 5 шагов,Советы психолога: как обходить себя после разрыва,synthetic_qwen
d52135a1-a7d3-44a8-8ccf-dfb27e7c4e0f,"Английский по любви 2. Уроки для тех, кто выбрал продолжать",assistant,synthetic_qwen
